adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001628280-18-010838	890447	VERTEX ENERGY INC.	2911	US	TX	HOUSTON	77058	1331 GEMINI STREET	SUITE 250	866-660-8156	US	TX	HOUSTON	77058	1331 GEMINI STREET	SUITE 250	US	NV	943439569	WORLD WASTE TECHNOLOGIES INC	20040830	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-08 17:38:00.0	0	1	vtnr-20180630.xml	1	
0001628280-18-010840	1337553	AERIE PHARMACEUTICALS INC	2836	US	NC	RESEARCH TRIANGLE PARK	27709	7020 KIT CREEK ROAD	SUITE 270	919-313-9650	US	NC	RESEARCH TRIANGLE PARK	27709	7020 KIT CREEK ROAD	SUITE 270	US	DE	203109565			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-08 17:55:00.0	0	1	aeri-20180630.xml	1	
0001628280-18-010850	1505155	UPLAND SOFTWARE, INC.	7372	US	TX	AUSTIN	78701	401 CONGRESS AVE.	SUITE 1850	512-960-1010	US	TX	AUSTIN	78701	401 CONGRESS AVE.	SUITE 1850	US	TX	272992077	SILVERBACK ACQUISITION CORP	20101105	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-08 20:50:00.0	0	1	upld-20180630.xml	1	
0001628280-18-010858	1534120	CERECOR INC.	2834	US	MD	BALTIMORE	21202	400 E. PRATT ST.	SUITE 606	410-522-8707	US	MD	BALTIMORE	21202	400 E. PRATT ST.	SUITE 606	US	DE	450705648			5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 07:40:00.0	0	1	cerc-20180630.xml	1	
0001628280-18-010861	912766	LAUREATE EDUCATION, INC.	8200	US	MD	BALTIMORE	21202	650 S. EXETER STREET		4108436100	US	MD	BALTIMORE	21202	650 S. EXETER STREET		US	DE	521492296	SYLVAN LEARNING SYSTEMS INC	19930929	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 07:54:00.0	0	1	laur-20180630.xml	1	
0001628280-18-010868	1472595	R1 RCM INC.	8741	US	IL	CHICAGO	60611	401 NORTH MICHIGAN AVENUE	SUITE 2700	312-324-7820	US	IL	CHICAGO	60611	401 NORTH MICHIGAN AVENUE	SUITE 2700	US	DE	020698101	ACCRETIVE HEALTH, INC.	20090918	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 09:21:00.0	0	1	ah-20180630.xml	1	
0001628280-18-010890	1178970	PROVIDENT FINANCIAL SERVICES INC	6035	US	NJ	JERSEY CITY	07306	830 BERGEN AVENUE		2013331000							US	DE	421547151			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 12:40:00.0	0	1	pfs-20180630.xml	1	
0001628280-18-010892	19745	CHESAPEAKE UTILITIES CORP	4923	US	DE	DOVER	19903-0615	909 SILVER LAKE BLVD	PO BOX 615	3027346799	US	DE	DOVER	19904	909 SILVER LAKE BLVD		US	DE	510064146			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 12:55:00.0	0	1	cpk-20180630.xml	1	
0001628280-18-010896	12208	BIO-RAD LABORATORIES, INC.	3826	US	CA	HERCULES	94547	1000 ALFRED NOBEL DRIVE		5107247000	US	CA	HERCULES	94547	1000 ALFRED NOBEL DRIVE		US	DE	941381833	BIO RAD LABORATORIES INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 13:49:00.0	0	1	a10q63018_htm.xml	1	
0001628280-18-010903	1109242	HANMI FINANCIAL CORP	6021	US	CA	LOS ANGELES	90010	3660 WILSHIRE BLVD SUITE PH-A		2133822200							US	DE	954788120			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 14:18:00.0	0	1	hafc-20180630.xml	1	
0001628280-18-010914	1038773	SMARTFINANCIAL INC.	6021	US	TN	KNOXVILLE	37919	5401 KINGSTON PIKE	SUITE 600	866-290-2554	US	TN	KNOXVILLE	37919	5401 KINGSTON PIKE	SUITE 600	US	TN	621173944	CORNERSTONE BANCSHARES INC	19980402	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 15:03:00.0	0	1	smbk-20180630.xml	1	
0001628280-18-010926	357097	FIBROCELL SCIENCE, INC.	2834	US	PA	EXTON	19341	405 EAGLEVIEW BOULEVARD		484-713-6000	US	PA	EXTON	19341	405 EAGLEVIEW BOULEVARD		US	DE	870458888	ISOLAGEN INC	20020320	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:00:00.0	0	1	fcsc-20180630.xml	1	
0001628280-18-010927	918541	NN INC	3562	US	TN	JOHNSON CITY	37604	207 MOCKINGBIRD LANE		423-434-8300	US	TN	JOHNSON CITY	37604	207 MOCKINGBIRD LANE		US	DE	621096725	NN BALL & ROLLER INC	19940203	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:00:00.0	0	1	nnbr-20180630.xml	1	
0001628280-18-010930	1267238	ASSURANT INC	6321	US	NY	NEW YORK	10005	28 LIBERTY STREET	41ST FLOOR	212-859-7000	US	NY	NEW YORK	10005	28 LIBERTY STREET	41ST FLOOR	US	DE	391126612			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:04:00.0	0	1	aiz-2018063010q_htm.xml	1	
0001628280-18-010932	1289490	EXTRA SPACE STORAGE INC.	6798	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		801-562-5556	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		US	MD	201076777			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:04:00.0	0	1	exr-20180630.xml	1	
0001628280-18-010943	350403	PHI INC	4522	US	LA	LAFAYETTE	70508	2001 SE EVANGELINE THRUWAY	-	(337) 235-24	US	LA	LAFAYETTE	70509	PO BOX 90808		US	LA	720395707	PETROLEUM HELICOPTERS INC	19920703	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:14:00.0	0	1	phii-20180630.xml	1	
0001628280-18-010949	908311	CIM COMMERCIAL TRUST CORP	6798	US	TX	DALLAS	75252	17950 PRESTON RD	SUITE 600	972-349-3200	US	TX	DALLAS	75252	17950 PRESTON RD	SUITE 600	US	MD	756446078	PMC COMMERCIAL TRUST /TX	19950111	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:26:00.0	0	1	cmct-20180630.xml	1	
0001628280-18-010954	317788	DIGITAL TURBINE, INC.	6794	US	TX	AUSTIN	78701	110 SAN ANTONIO STREET	#160	(512) 387-77	US	TX	AUSTIN	78701	110 SAN ANTONIO STREET	#160	US	DE	222267658	MANDALAY DIGITAL GROUP, INC.	20120207	2-ACC	0	0331	10-Q	20180630	2018	Q1	20180809	2018-08-09 16:35:00.0	0	1	apps-20180630.xml	1	
0001628280-18-010955	1702780	ALTICE USA, INC.	4841	US	NY	LONG ISLAND CITY	11101	1 COURT SQUARE WEST		(516) 803-23	US	NY	LONG ISLAND CITY	11101	1 COURT SQUARE WEST		US	DE	383980194			4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:37:00.0	0	1	atus-20180630.xml	1	
0001628280-18-010961	1688941	FOUNDATION BUILDING MATERIALS, INC.	5030	US	CA	TUSTIN	92780	2741 WALNUT AVE.	SUITE 200	(657) 900-31	US	CA	TUSTIN	92780	2741 WALNUT AVE.	SUITE 200			814259606			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:45:00.0	0	1	fbm-20180630.xml	1	
0001628280-18-010962	1614806	GREAT AJAX CORP.	6798	US	OR	BEAVERTON	97005	9400 SW BEAVERTON-HILLSDALE HIGHWAY	SUITE 131	503-295-5800	US	OR	BEAVERTON	97005	9400 SW BEAVERTON-HILLSDALE HIGHWAY	SUITE 131	US	MD	465211780			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:45:00.0	0	1	ajx-20180630.xml	1	
0001628280-18-010967	352998	TELIGENT, INC.	2834	US	NJ	BUENA	08310	105 LINCOLN AVENUE		6096971441	US	NJ	BUENA	08310	105 LINCOLN AVENUE		US	DE	010355758	IGI LABORATORIES, INC	20100408	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:52:00.0	0	1	tlgt-20180809.xml	1	
0001628280-18-010968	1375796	TELARIA, INC.	7311	US	NY	NEW YORK	10036	1501 BROADWAY, SUITE 801		(646) 723-53	US	NY	NEW YORK	10036	1501 BROADWAY, SUITE 801		US	DE	000000000	TREMOR VIDEO INC.	20110919	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:52:00.0	0	1	tlra-20180630.xml	1	
0001628280-18-010971	1547546	HUNT COMPANIES FINANCE TRUST, INC.	6798	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	SUITE 1432	(212) 328-95	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	SUITE 1432	US	MD	454966519	FIVE OAKS INVESTMENT CORP.	20120417	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 17:04:00.0	0	1	oaks-20180630.xml	1	
0001628280-18-010974	1505512	REGULUS THERAPEUTICS INC.	2834	US	CA	SAN DIEGO	92121	10614 SCIENCE CENTER DRIVE		858-202-6300	US	CA	SAN DIEGO	92121	10614 SCIENCE CENTER DRIVE		US	DE	264738379			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 17:09:00.0	0	1	rgls-20180630.xml	1	
0001628280-18-010980	1176316	ACCESS NATIONAL CORP	6035	US	VA	RESTON	20191	1800 ROBERT FULTON DR, SUITE 300		7038712100	US	VA	RESTON	20191	1800 ROBERT FULTON DR, SUITE 300		US	VA	820545425			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-09 17:50:00.0	0	1	ancx-20180630.xml	1	
0001628280-18-010982	1382298	TEEKAY OFFSHORE PARTNERS L.P.	4400	BM		HAMILTON	HM 08	4TH FLOOR, BELVEDERE BUILDING	69 PITTS BAY ROAD	(441) 298-25	BM		HAMILTON	HM 11	SUITE NO. 1778, PAR-LA-VILLE ROAD		MH		980512555				0	1231	6-K	20180630	2018	Q2	20180810	2018-08-09 18:09:00.0	0	1	too-20180630.xml	1	
0001628280-18-010991	1174169	ALGONQUIN POWER & UTILITIES CORP.	4911	CA	ON	OAKVILLE	L6J2X1	354 DAVIS ROAD		0000000000	CA	ON	OAKVILLE	L6J2X1	354 DAVIS ROAD				000000000	ALGONQUIN POWER INCOME FUND	20020523		0	1231	6-K	20171231	2017	FY	20180810	2018-08-09 20:21:00.0	0	1	aqunf-20180703.xml	1	
0001628280-18-010992	858800	EMCLAIRE FINANCIAL CORP	6021	US	PA	EMLENTON	16373	612 MAIN ST		7248672311	US	PA	EMLENTON	16373	POST OFFICE BOX D	612 MAIN STREET	US	PA	251606091			5-SML	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 08:25:00.0	0	1	emcf-20180630.xml	1	
0001628280-18-011007	1712923	GREENSKY, INC.	7389	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	SUITE 700	678-264-6105	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	SUITE 700	US	DE	822135346			4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 14:58:00.0	0	1	gsky-20180630.xml	1	
0001628280-18-011044	1406234	BROOKFIELD INFRASTRUCTURE PARTNERS L.P.	4400	BM		HAMILTON	HM12	73 FRONT STREET		441 296-4480	BM		HAMILTON	HM12	73 FRONT STREET		BM		000000000			1-LAF	1	1231	6-K	20180630	2018	Q2	20180813	2018-08-13 16:35:00.0	0	1	bip-20180630.xml	1	
0001628280-18-011105	1659122	ROSEHILL RESOURCES INC.	1311	US	TX	HOUSTON	77084	16200 PARK ROW	SUITE 300	713-654-8080	US	TX	HOUSTON	77084	16200 PARK ROW	SUITE 300	US	NY	475500436	KLR ENERGY ACQUISITION CORP.	20151123	4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:10:00.0	0	1	rose-20180630.xml	1	
0001628280-18-011116	1173204	CINEDIGM CORP.	7841	US	NY	NEW YORK	10018	45 WEST 36TH STREET	7TH FLOOR	212-206-8600	US	NY	NEW YORK	10018	45 WEST 36TH STREET	7TH FLOOR	US	DE	223720962	CINEDIGM DIGITAL CINEMA CORP.	20091006	2-ACC	0	0331	10-Q	20180630	2018	Q1	20180814	2018-08-14 16:20:00.0	0	1	cidm-20180630.xml	1	
0001628280-18-011119	922521	FALCONSTOR SOFTWARE INC	7372	US	NY	MELVILLE	11747	125 BAYLIS ROAD		631 777 5188	US	NY	MELVILLE	11747	125 BAYLIS ROAD		US	DE	770216135	NETWORK PERIPHERALS INC	19940502	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 16:23:00.0	0	1	falc-20180630.xml	1	
0001628280-18-011126	1654795	BROOKFIELD BUSINESS PARTNERS L.P.	1700	BM		HAMILTON	HM 12	73 FRONT STREET, 5TH FLOOR		(441) 294-33	BM		HAMILTON	HM 12	73 FRONT STREET, 5TH FLOOR		BM		000000000				0	1231	6-K	20180630	2018	Q2	20180814	2018-08-14 16:52:00.0	0	1	bbu-20180630.xml	1	
0001628280-18-011129	1455863	AMERICOLD REALTY TRUST	6798	US	GA	ATLANTA	30328	10 Glenlake Pkwy., Suite 800 S. Tower		678-441-1400	US	GA	Atlanta	30328	10 Glenlake Pkwy., Suite 800 S. Tower		US	MD	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:05:00.0	0	1	art-20180630.xml	1	
0001628280-18-011130	1350381	INNERWORKINGS INC	7389	US	IL	CHICAGO	60610	600 WEST CHICAGO	SUITE 850	312-642-3700	US	IL	CHICAGO	60610	600 WEST CHICAGO	SUITE 850			205997364			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:07:00.0	0	1	inwk-20180630.xml	1	
0001628280-18-011131	1087294	CUMBERLAND PHARMACEUTICALS INC	2834	US	TN	NASHVILLE,	37203	2525 WEST END AVENUE	SUITE 950	615-255-0068	US	TN	NASHVILLE	37203	2525 WEST END AVENUE	SUITE 950			000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:13:00.0	0	1	cpix-20180630_htm.xml	1	
0001628280-18-011133	1599947	TERRAFORM POWER, INC.	4911	US	NY	NEW YORK	10281	200 LIBERTY STREET	14TH FLOOR	202-740-9897	US	NY	NEW YORK	10281	200 LIBERTY STREET	14TH FLOOR	US	DE	464780940	SUNEDISON YIELDCO, INC.	20140212	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 17:21:00.0	0	1	terp-20180630.xml	1	
0001628280-18-011139	1174169	ALGONQUIN POWER & UTILITIES CORP.	4911	CA	ON	OAKVILLE	L6J2X1	354 DAVIS ROAD		0000000000	CA	ON	OAKVILLE	L6J2X1	354 DAVIS ROAD				000000000	ALGONQUIN POWER INCOME FUND	20020523		0	1231	6-K	20180630	2018	Q2	20180815	2018-08-15 14:53:00.0	0	1	aqunf-20180630.xml	1	
0001628280-18-011206	1308106	TEEKAY LNG PARTNERS L.P.	4400	BM		HAMILTON	HM 08	4TH FLOOR, BELVEDERE BUILDING	69 PITTS BAY ROAD	(441) 298-25	BM		HAMILTON	HM 11	SUITE NO. 1778, PAR-LA-VILLE ROAD		MH		000000000				0	1231	6-K	20180630	2018	Q2	20180817	2018-08-17 13:20:00.0	0	1	tgp-20180630.xml	1	
0001628280-18-011218	1067428	ANGLOGOLD ASHANTI LTD	1040	ZA		JOHANNESBURG 2001	00000	76 JEPPE STREET, NEWTOWN, 2001	PO BOX 62117 MARSHALLTOWN 2107	27116376000	ZA		JOHANNESBURG 2001	00000	76 JEPPE STREET, NEWTOWN, 2001	PO BOX 62117 MARSHALLTOWN 2107			000000000	ANGLOGOLD LTD	19980803	1-LAF	1	1231	6-K	20180630	2018	Q2	20180820	2018-08-20 06:39:00.0	0	1	au-20180629.xml	1	
0001628280-18-011243	1095277	INTERSECTIONS INC	7374	US	VA	CHANTILLY	20151	3901 STONECROFT BOULEVARD		7034886100	US	VA	CHANTILLY	20151	3901 STONECROFT BOULEVARD				541956515			5-SML	0	1231	10-Q	20180630	2018	Q2	20180820	2018-08-20 16:23:00.0	0	1	a2q201810qclassic_htm.xml	1	
0001628280-18-011325	1110647	OCLARO, INC.	3674	US	CA	SAN JOSE	95131	225 CHARCOT AVENUE		(408) 383-14	US	CA	SAN JOSE	95131	225 CHARCOT AVENUE		US	DE	201303994	BOOKHAM, INC.	20090424	1-LAF	0	0630	10-K	20180630	2018	FY	20180823	2018-08-23 16:43:00.0	0	1	oclr-20180630.xml	1	
0001628280-18-011493	1041859	CHILDRENS PLACE, INC.	5651	US	NJ	SECAUCUS	07094	500 PLAZA DRIVE		2015582400	US	NJ	SECAUCUS	07094	500 PLAZA DRIVE				311241495	CHILDRENS PLACE RETAIL STORES INC	19970702	1-LAF	0	0131	10-Q	20180731	2018	Q2	20180828	2018-08-28 16:51:00.0	0	1	plce-20180804.xml	1	
0001628280-18-011503	1580808	A10 NETWORKS, INC.	3576	US	CA	SAN JOSE	95134	3 WEST PLUMERIA DRIVE		(408) 325-86	US	CA	SAN JOSE	95134	3 WEST PLUMERIA DRIVE		US	DE	201446869			2-ACC	0	1231	10-K	20171231	2017	FY	20180829	2018-08-28 21:14:00.0	0	1	aten-20171231.xml	1	
0001628280-18-011520	88941	SEMTECH CORP	3674	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		8054982111	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		US	DE	952119684			1-LAF	0	0131	10-Q	20180731	2018	Q2	20180829	2018-08-29 16:27:00.0	0	1	smtc-20180729.xml	1	
0001628280-18-011529	1705338	SPARK NETWORKS SE	7200	DE		BERLIN	10999	KOHLFURTER STRASSE 41/43		011491624265	DE		BERLIN	10999	KOHLFURTER STRASSE 41/43		DE		000000000	BLITZ 17655 SE	20170501		0	1231	6-K	20180630	2018	Q2	20180830	2018-08-30 06:53:00.0	0	1	lov-20180630.xml	1	
0001628280-18-011550	1524025	TILLY'S, INC.	5600	US	CA	IRVINE	92618	10 WHATNEY		(949) 609-55	US	CA	IRVINE	92618	10 WHATNEY		US	DE	452164791			2-ACC	0	0131	10-Q	20180731	2018	Q2	20180830	2018-08-30 16:28:00.0	0	1	tlys-20180804.xml	1	
0001628280-18-011568	109198	TJX COMPANIES INC /DE/	5651	US	MA	FRAMINGHAM	01701	770 COCHITUATE RD		508-390-2662	US	MA	FRAMINGHAM	01701	770 COCHITUATE ROAD		US	DE	042207613	ZAYRE CORP	19890625	1-LAF	0	0131	10-Q	20180731	2018	Q2	20180831	2018-08-31 12:06:00.0	0	1	tjx-20180804.xml	1	
0001628280-18-011594	1474432	PURE STORAGE, INC.	3572	US	CA	MOUNTAIN VIEW	94041	650 CASTRO STREET, SUITE 400		800-379-7873	US	CA	MOUNTAIN VIEW	94041	650 CASTRO STREET, SUITE 400		US	DE	271069557	PURE STORAGE, INC.	20100804	1-LAF	0	0131	10-Q	20180731	2018	Q2	20180904	2018-09-04 16:43:00.0	0	1	pstg-20180731.xml	1	
0001628280-18-011596	1645590	HEWLETT PACKARD ENTERPRISE CO	3570	US	CA	PALO ALTO	94304	3000 HANOVER STREET		6506875817	US	CA	PALO ALTO	94304	3000 HANOVER STREET		US	DE	473298624			1-LAF	0	1031	10-Q	20180731	2018	Q3	20180904	2018-09-04 16:50:00.0	0	1	hpe-20180731.xml	1	
0001628280-18-011639	1535379	CLOUDERA, INC.	7372	US	CA	PALO ALTO	94304	1001 PAGE MILL ROAD, BUILDING 3		650 644 3950	US	CA	PALO ALTO	94304	1001 PAGE MILL ROAD, BUILDING 3		US	DE	262922329			4-NON	0	0131	10-Q	20180731	2018	Q2	20180906	2018-09-05 17:51:00.0	0	1	cldr-20180731.xml	1	
0001628280-18-011684	771497	ABM INDUSTRIES INC /DE/	7340	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA	7TH FLOOR	212 297-0200	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA	7TH FLOOR	US	DE	941369354	ABM INDUSTRIES INC	19950110	1-LAF	0	1031	10-Q	20180731	2018	Q3	20180907	2018-09-07 12:41:00.0	0	1	abm-20180731.xml	1	
0001628280-18-011710	1664703	BLOOM ENERGY CORP	3620	US	CA	SUNNYVALE	94089	1299 ORLEANS DRIVE		408-543-1500	US	CA	SUNNYVALE	94089	1299 ORLEANS DRIVE		US	DE	770565408			4-NON	0	1231	10-Q	20180630	2018	Q2	20180907	2018-09-07 16:04:00.0	0	1	be-20180630.xml	1	
0001628280-18-011712	926423	MITCHAM INDUSTRIES INC	7359	US	TX	HUNTSVILLE	77342	8141 SH 75 SOUTH	PO BOX 1175	9362912277	US	TX	HUNTSVILLE	77342	P O BOX 1175		US	TX	760210849			5-SML	0	0131	10-Q	20180731	2018	Q2	20180907	2018-09-07 16:42:00.0	0	1	mind-20180731.xml	1	
0001628280-18-011740	1342423	LIMONEIRA CO	0100	US	CA	SANTA PAULA	93060	1141 CUMMINGS ROAD		(805) 525-55	US	CA	SANTA PAULA	93060	1141 CUMMINGS ROAD		US	DE	770260692			2-ACC	0	1031	10-Q	20180731	2018	Q3	20180910	2018-09-10 16:22:00.0	0	1	lmnr-20180731.xml	1	
0001628280-18-011742	798359	INVESTORS REAL ESTATE TRUST	6798	US	ND	MINOT	58702-1988	1400 31ST AVENUE SW, SUITE 60	PO BOX 1988	701-837-4738	US	ND	MINOT	58702-1988	1400 31ST AVENUE SW, SUITE 60	PO BOX 1988	US	ND	450311232			1-LAF	0	0430	10-Q	20180731	2019	Q1	20180910	2018-09-10 16:39:00.0	0	1	iret-20180731.xml	1	
0001628280-18-011833	1713683	ZSCALER, INC.	7371	US	CA	SAN JOSE	95134	110 ROSE ORCHARD WAY		(408) 533-02	US	CA	SAN JOSE	95134	110 ROSE ORCHARD WAY		US	DE	261173892			4-NON	0	0731	10-K	20180731	2018	FY	20180913	2018-09-13 16:23:00.0	0	1	zs-20180731.xml	1	
0001628280-18-011869	751365	VIRCO MFG CORPORATION	2531	US	CA	TORRANCE	90501	2027 HARPERS WAY		3105330474	US	CA	LOS ANGELES	90044	P O BOX 44846		US	DE	951613718			5-SML	0	0131	10-Q	20180731	2018	Q2	20180914	2018-09-14 16:09:00.0	0	1	virc-20180731.xml	1	
0001628280-18-011874	771856	CHAMPIONS ONCOLOGY, INC.	2836	US	MD	BALTIMORE	21205	855 N. WOLFE STREET	SUITE 619	410-369-0365	US	MD	BALTIMORE	21205	855 N. WOLFE STREET	SUITE 619	US	DE	521401755	CHAMPIONS BIOTECHNOLOGY, INC.	20070220	5-SML	0	0430	10-Q	20180731	2019	Q1	20180914	2018-09-14 16:12:00.0	0	1	csbr-20180731.xml	1	
0001628280-18-011904	911971	TEEKAY CORP	4412	BM		HAMILTON	HM 08	4TH FLOOR, BELVEDERE BUILDING	69 PITTS BAY ROAD	604-683-3529	CA	BC	VANCOUVER	V6C 2K2	SUITE 2000,  BENTALL 5	550 BURRARD STREET	BM		000000000	TEEKAY SHIPPING CORP	19950609		0	1231	6-K/A	20180630	2018	Q2	20180917	2018-09-17 13:56:00.0	0	1	tk-20180630.xml	1	
0001628280-18-011976	1599298	SUMMIT THERAPEUTICS PLC	2834	GB		ABINGDON	OX14 4SB	136A EASTERN AVENUE	MILTON PARK	44-123-544-3	GB		ABINGDON	OX14 4SB	136A EASTERN AVENUE	MILTON PARK	GB		000000000	SUMMIT CORP PLC	20140205		0	0131	6-K	20180731	2018	Q2	20180920	2018-09-20 09:23:00.0	0	1	smmt-20180731.xml	1	
0001628280-18-011991	1423869	PACIFIC CITY FINANCIAL CORP	6022	US	CA	LOS ANGELES	90010	3701 WILSHIRE BLVD	SUITE 900	213-210-2000	US	CA	LOS ANGELES	90010	3701 WILSHIRE BLVD	SUITE 900	US	CA	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180920	2018-09-20 16:33:00.0	0	1	pcb-20180630.xml	1	
0001628280-18-012051	1490186	DHX MEDIA LTD.	7829	CA	NS	HALIFAX	B3J 2H7	1478 QUEEN STREET		902-423-0260	CA	NS	HALIFAX	B3J 2H7	1478 QUEEN STREET		CA		000000000				0	0630	40-F	20180630	2018	FY	20180925	2018-09-25 06:07:00.0	0	1	dhxm-20180630.xml	1	
0001628369-18-000014	1628369	CUSHMAN & WAKEFIELD PLC	6500	GB		LONDON	EC2N 1AR	125 OLD BROAD STREET		44 20 3296 3	GB		LONDON	EC2N 1AR	125 OLD BROAD STREET		JE		981193584	CUSHMAN & WAKEFIELD LTD	20180726	4-NON	0	1231	10-Q	20180630	2018	Q2	20180906	2018-09-06 14:45:00.0	0	1	cwk-20180630.xml	1	
0001628908-18-000064	1628908	EVOLENT HEALTH, INC.	8741	US	VA	ARLINGTON	22203	800 NORTH GLEBE RD, SUITE 500		571-389-6000	US	VA	ARLINGTON	22203	800 NORTH GLEBE RD, SUITE 500		US	DE	320454912			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:14:00.0	0	1	evh-20180630.xml	1	
0001630805-18-000104	1630805	BABCOCK & WILCOX ENTERPRISES, INC.	3433	US	NC	CHARLOTTE	28277	13024 BALLANTYNE CORPORATE PLACE	SUITE 700	704-625-4900	US	NC	CHARLOTTE	28277	13024 BALLANTYNE CORPORATE PLACE	SUITE 700	US	DE	472783641			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:22:00.0	0	1	bw-20180630.xml	1	
0001631256-18-000037	1631256	KBS GROWTH & INCOME REIT, INC.	6798	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	949-417-6500	US	CA	NEWPORT BEACH	92660	800 NEWPORT CENTER DRIVE	SUITE 700	US	MD	472778257			5-SML	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:55:00.0	0	1	kbsgi-20180630.xml	1	
0001631569-18-000025	1631569	COMMUNITY HEALTHCARE TRUST INC	6798	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	615-771-3052	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	US	MD	465212033			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 17:14:00.0	0	1	chct-20180630.xml	1	
0001631596-18-000015	1631596	KKR REAL ESTATE FINANCE TRUST INC.	6798	US	NY	NEW YORK	10019	9 WEST 57TH STREET	SUITE 4200	(212) 750-83	US	NY	NEW YORK	10019	9 WEST 57TH STREET	SUITE 4200	US	MD	472009094			4-NON	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:55:00.0	0	1	a201806-kref10q_htm.xml	1	
0001631825-18-000024	1631825	PRESIDIO, INC.	5045	US	NY	NEW YORK	10019	C/O APOLLO MANAGEMENT VIII, L.P.	9 WEST 57TH STREET, 43RD FLOOR	212-515-3200	US	NY	NEW YORK	10019	C/O APOLLO MANAGEMENT VIII, L.P.	9 WEST 57TH STREET, 43RD FLOOR	US	DE	472398593	AEGIS HOLDINGS, INC.	20150126	2-ACC	0	0630	10-K	20180630	2018	FY	20180906	2018-09-06 16:09:00.0	0	1	psdo-20180630.xml	1	
